,Ranking,Total Amount,待完善,Excluded bcz citizenship/SOE/edc,Name (EN),Name (CN),Comment,Year born,Age,Sex,Ethnicity,Bio Link,Industry,Company Name,Company Name (CN),Publicly Listed? (Y/N),Company Position,Corporate HQ (Province),Corporate HQ (City),Company Link,Donor Entity Name,Donation Amount (mil ¥),Donation Month,Donation Date,Donation Origin (Province),Donation Origin (City),Donation Destination (Province),Donation Destination (City),Name of Recipient,Name of Recipient (CN),Donation for what program?,Type of Recipient,Donation Cause,Donation Vehicle,Form of Donation,Pledge? (Y/N),UID-Don't Delete,Donation Link,Donatlon Link 2,Donation Link 3,Other Donation Link(s),"Human Search (1,2,3,4)","Web Crawler (1,2,3,4)","Self-Report (1,2,3,4)","Foundation (1,2,3,4)",CFC Validated? (Y/N),Source Type,Receipt? (Y/N),Credibility,Researcher,Last Update,Web Crawler Platform,Search Term
Y,61,18.696932,,,Liu Qiangdong,刘强东,"Liu/JD donates through foundation, refer to self-report sheet and receipts",,,,,,,,,,,,,,"JD.COM, Inc.",0.25,9,,Beijing,Beijing,Guangxi,Baise,Baise Education Foundation,百色市教育基金会,,Government Charitable Organization,Education,Corporate Foundation,Goods,N,"刘强东-JD.COM, Inc.-0.25-9-Baise Education Foundation-百色市教育基金会",Link1,,,,2nd,,1st,,,,Y,,Xueshan Zhang,2016/12/7,,
Y,61,18.696932,,,Liu Qiangdong,刘强东,,,,,,,,,,,,,,,"JD.COM, Inc.",0.12882,10,,Beijing,Beijing,Tianjin,Tianjin,China Foundation for Poverty Alleviation,中国扶贫基金会,,Government Charitable Organization,Disaster Relief,Corporation,Goods,N,"刘强东-JD.COM, Inc.-0.12882-10-China Foundation for Poverty Alleviation-中国扶贫基金会",,,,,,,1st,,,,Y,,Xueshan Zhang,2016/12/7,,
Y,61,18.696932,,,Liu Qiangdong,刘强东,,,,,,,,,,,,,,,"JD.COM, Inc.",0.1008695,7,,Beijing,Beijing,Fujian,"Yongtai, Minqing",Fujian Youth Development Foundation,福建省青少年发展基金会,,Government Charitable Organization,Disaster Relief,Corporation,Goods,N,"刘强东-JD.COM, Inc.-0.1008695-7-Fujian Youth Development Foundation-福建省青少年发展基金会",,,,,,,1st,,,,Y,,Xueshan Zhang,2016/12/7,,
Y,61,18.696932,,,Liu Qiangdong,刘强东,,,,,,,,,,,,,,,"JD.COM, Inc.",0.1002445,7,,Beijing,Beijing,Hubei,Xinzhou,Xinzhou Government,新洲区人民政府,,Government,Disaster Relief,Corporation,Goods,N,"刘强东-JD.COM, Inc.-0.1002445-7-Xinzhou Government-新洲区人民政府",,,,,,,1st,,,,N,,Xueshan Zhang,2016/12/7,,
Y,61,18.696932,,,Liu Qiangdong,刘强东,"Liu/JD donates through foundation, refer to self-report sheet and receipts",,,,,,,,,,,,,,Liu Qiangdong,0.1,11,,Beijing,Beijing,Jilin,Yushu,Ni Tianping - surgery fee,倪天萍 - 手术和治疗费用,,Individual(s),Public Health,Corporate Foundation,Cash,N,刘强东-Liu Qiangdong-0.1-11-Ni Tianping - surgery fee-倪天萍 - 手术和治疗费用,,,,,,,1st,,,,Y,,Xueshan Zhang,2016/12/7,,
Y,61,18.696932,,,Liu Qiangdong,刘强东,"Liu/JD donates through foundation, refer to self-report sheet and receipts",,,,,,,,,,,,,,"JD.COM, Inc.",0.08608786,3,,Beijing,Beijing,Liaoning,Suizhong,Suizhong Lijiabao Government,绥中县李家堡乡人民政府,,Government,Disaster Relief,Corporate Foundation,Goods,N,"刘强东-JD.COM, Inc.-0.08608786-3-Suizhong Lijiabao Government-绥中县李家堡乡人民政府",,,,,,,1st,,,,N-only receipt of goods purchase by JD foundation at JD.com,,Xueshan Zhang,2016/12/7,,
Y,61,18.696932,,,Liu Qiangdong,刘强东,,,,,,,,,,,,,,,JD.COM International Limited,0.08405,12,,Beijing,Beijing,Hongkong,Hongkong,Save the Children Hong Kong Limited,香港救助儿童会,,Non-Government Foundation,Unspecified,Corporation,Cash,N,刘强东-JD.COM International Limited-0.08405-12-Save the Children Hong Kong Limited-香港救助儿童会,,,,,,,1st,,,,Y,,Xueshan Zhang,2016/12/7,,
Y,61,18.696932,,,Liu Qiangdong,刘强东,"Liu/JD donates through foundation, refer to self-report sheet and receipts",,,,,,,,,,,,,,"JD.COM, Inc.",0.0717944,3,,Beijing,Beijing,Liaoning,Jianchang,Jianchang Hezhangzi Government,建昌县贺杖子乡人民政府,,Government,Disaster Relief,Corporate Foundation,Goods,N,"刘强东-JD.COM, Inc.-0.0717944-3-Jianchang Hezhangzi Government-建昌县贺杖子乡人民政府",,,,,,,1st,,,,N-only receipt of goods purchase by JD foundation at JD.com,,Xueshan Zhang,2016/12/7,,
Y,61,18.696932,,,Liu Qiangdong,刘强东,"Liu/JD donates through foundation, refer to self-report sheet and receipts",,,,,,,,,,,,,,"JD.COM, Inc.",0.02372,3,,Beijing,Beijing,Shanxi,Heshun,"Heshun Qingcheng Government, Heshun Songyan Government","和顺县青城镇人民政府, 和顺县松烟镇人民政府",,Government,Disaster Relief,Corporate Foundation,Goods,N,"刘强东-JD.COM, Inc.-0.02372-3-Heshun Qingcheng Government, Heshun Songyan Government-和顺县青城镇人民政府, 和顺县松烟镇人民政府",,,,,,,1st,,,,N-only receipt of goods purchase by JD foundation at JD.com,,Xueshan Zhang,2016/12/7,,
Y,61,18.696932,,,Liu Qiangdong,刘强东,,,,,,,,,,,,,,,"JD.COM, Inc.",0.012882,10,,Beijing,Beijing,Tianjin,Tianjin,China Foundation for Poverty Alleviation,中国扶贫基金会,,Government Charitable Organization,Disaster Relief,Corporation,Cash,N,"刘强东-JD.COM, Inc.-0.012882-10-China Foundation for Poverty Alleviation-中国扶贫基金会",,,,,,,1st,,,,Y,,Xueshan Zhang,2016/12/7,,
Y,62,16.5,,,Su Zhigang,苏志刚,,,,,,,,,,,,,,,广州长隆集团有限公司,6.5,6,16,Guangdong,Guangzhou,Guangdong,Guangzhou,,广东省扶贫基金会,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,苏志刚-广州长隆集团有限公司-6.5-6--广东省扶贫基金会,,,,,,,,1st,,,,,Yingyu Li,1/9/2017,,
Y,62,16.5,,,Su Zhigang,苏志刚,,1958,58,M,Han,Link,Entertainment,Guangdong Chimelong Group Company Limited,广州长隆集团有限公司,N,Chairman,Guangdong,Guangzhou,Link,广州长隆集团有限公司,5,7,22,Guangdong,Guangzhou,Guangdong,Guangzhou,,广东省扶贫基金会,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,苏志刚-广州长隆集团有限公司-5-7--广东省扶贫基金会,,,,,,,,1st,,,,,Yingyu Li,1/9/2017,,
Y,62,16.5,,,Su Zhigang,苏志刚,,,,,,,,,,,,,,,广州长隆集团有限公司,5,7,22,Guangdong,Guangzhou,Guangdong,Guangzhou,,广东省扶贫基金会,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,苏志刚-广州长隆集团有限公司-5-7--广东省扶贫基金会,,,,,,,,1st,,,,,Yingyu Li,1/9/2017,,
Y,63,16,,,Shan Xiangshuang,单祥双,,,,,,,,,,,,,,,"China Science & Merchants Investment Management Group Co., Ltd.",20,7,2,Beijing,Beijing,Beijing,Beijing,Tsinghua University,,,University or University Foundation,Education,Corporation,Cash,Y,"单祥双-China Science & Merchants Investment Management Group Co., Ltd.-20-7-Tsinghua University-",Link,,,,1st,,,,,One from recipient,,Y,Huang YiQing,2016/12/2,,
Y,63,16,,,Shan Xiangshuang,单祥双,,1967,49,M,Han,Link,Finance,"China Science & Merchants Investment Management Group Co., Ltd.",中科招商投资管理集团股份有限公司,,Chairman and CEO,Beijing,Beijing,Link,Shan Xiangshuang,10,11,28,Beijing,Beijing,Fujian,Xiamen,Xiamen University Education Development Foundation,,,University or University Foundation,Education,Individual,Cash,N,单祥双-Shan Xiangshuang-10-11-Xiamen University Education Development Foundation-,Link1,Link2,,,1st,,,,,Two from receiver,,Y,Zijia Guo,2016/3/30,,
Y,63,16,,,Shan Xiangshuang,单祥双,,,,,,,,,,,,,,,北京中科创大创业教育投资管理有限公司,5,7,5,Beijing,Beijing,Tianjin,Tianjin,Tianjin University Peiyang Education Development Foundation,天津大学北洋教育发展基金会,,University or University Foundation,Education,Corporation,Cash,N,单祥双-北京中科创大创业教育投资管理有限公司-5-7-Tianjin University Peiyang Education Development Foundation-天津大学北洋教育发展基金会,,,,,,,,,,,,,Xueshan Zhang,1/9/2017,,
Y,63,16,,,Shan Xiangshuang,单祥双,,,,,,,,,,,,,,,北京中科创大创业教育投资管理有限公司,1,6,24,Beijing,Beijing,Hubei,Wuhan,Central China Normal University Education Development Foundation,华中师范大学教育发展基金会,,University or University Foundation,Education,Corporation,Cash,N,单祥双-北京中科创大创业教育投资管理有限公司-1-6-Central China Normal University Education Development Foundation-华中师范大学教育发展基金会,,,,,,,,,,,,,Xueshan Zhang,1/9/2017,,
Y,63,16,,,Zuo Hui,左晖,,1971,45,M,Han,http://baike.baidu.com/subview/3151831/9268892.htm?fr=weibo,Service,"Homelink Real Estate Agency Co., Ltd.",北京链家房地产经纪有限公司,,Chairman,Beijing,Beijing,http://bj.lianjia.com/about/aboutlianjia/,左晖,16,10,17,Beijing,Beijing,Beijing,Beijing,Ai You Foundation,爱佑慈善基金会,,Non-Government Foundation,Public Health,Individual,Cash,N,左晖-左晖-16-10-Ai You Foundation-爱佑慈善基金会,,,,,,,,,,,,,Xueshan Zhang,1/9/2017,,
Y,65,15,,,Wang Zhentao,王振滔,,,,,,,,,,,,,,,Aokang International,3.333333333,2,14,Shanghai,Shanghai,Shanghai,Shanghai,Wang Zhentao Foundation,王振滔慈善基金会,,Non-Government Foundation,Social Welfare & Poverty Alleviation,Corporation,Cash,N,王振滔-Aokang International-3.33333333333333-2-Wang Zhentao Foundation-王振滔慈善基金会,,,,,,,,,,Third Party with photos,,Y,Huang YiQing,2016/11/30,,
Y,65,15,,,Wang Zhentao,王振滔,,,,,,,,,,,,,,,Aokang International,3.333333333,2,14,Shanghai,Shanghai,Shanghai,Shanghai,Wang Zhentao Foundation,王振滔慈善基金会,,Non-Government Foundation,Education,Corporation,Cash,N,王振滔-Aokang International-3.33333333333333-2-Wang Zhentao Foundation-王振滔慈善基金会,,,,,,,,,,Third Party with photos,,Y,Huang YiQing,2016/12/1,,
Y,65,15,,,Wang Zhentao,王振滔,,,,,,,,,,,,,,,Aokang International,3.333333333,2,14,Shanghai,Shanghai,Shanghai,Shanghai,Wang Zhentao Foundation,王振滔慈善基金会,,Non-Government Foundation,Public Health,Corporation,Cash,N,王振滔-Aokang International-3.33333333333333-2-Wang Zhentao Foundation-王振滔慈善基金会,,,,,,,,,,Third Party with photos,,Y,Huang YiQing,2016/12/2,,
Y,65,15,,,Wang Zhentao,王振滔,,,,,,,,,,,,,,,Wang Zhentao Charity Foundation,2,11,1,Zhejiang,Wenzhou,Shandong,Weihai,Poor students,,,Individual(s),Education,Individual Foundation,Cash,N,王振滔-Wang Zhentao Charity Foundation-2-11-Poor students-,Link1,Link2,,,1st,,,,,,,One from donator,Zijia Guo,2016/4/14,,
Y,65,15,,,Wang Zhentao,王振滔,,1965,51,M,,Link,Consumer,"Zhejiang Aokang Shoes Co., Ltd.",浙江奥康鞋业股份有限公司,Y,Chairman,Zhejiang,Wenzhou,Link,Wang Zhentao Charity Foundation,1.5,12,20,Zhejiang,Wenzhou,Hubei,Huanggang,Poor students,,,Individual(s),Education,Individual Foundation,Cash,N,王振滔-Wang Zhentao Charity Foundation-1.5-12-Poor students-,Link1,Link2,,,1st,,,,,,,"One from receiver, one from third party",Zijia Guo,2016/4/14,,
Y,65,15,,,Wang Zhentao,王振滔,,,,,,,,,,,,,,,Wang Zhentao Charity Foundation,1.5,5,29,Zhejiang,Wenzhou,Zhejiang,Wenzhou,Poor students,,,Individual(s),Education,Individual Foundation,Cash,N,王振滔-Wang Zhentao Charity Foundation-1.5-5-Poor students-,Link1,Link2,,,1st,,,,,,,One from donator,Zijia Guo,2016/4/14,,
Y,65,15,,,Liu Guoyao,刘国耀,,1962,54,M,,Link,Software and Internet,"Nanjing SciyonAutomation Group Co., Ltd.",南京科远自动化集团股份有限公司,,Chairman,Jiangsu,Nanjing,Link,刘国耀夫妇,15,6,24,Jiangsu,Nanjing,Jiangsu,Nanjing,,东南大学教育基金会,能源与环境学院新大楼建设,University or University Foundation,Education,Individual,Cash,N,刘国耀-刘国耀夫妇-15-6--东南大学教育基金会,,,,,,,,,,"One from receiver, others from third party",,Y,Huang YiQing - Yingyu - Xueshan,1/10/2017,,
Y,65,15,,,Chen Ailian,陈爱莲,,1958,58,F,Han,Link,Manufacturing,Wanfeng Auto Holding Group,万丰奥特控股集团,Y,Chairman,Zhejiang,Shaoxing,Link,万丰奥特控股集团有限公司,10,7,8,Zhejiang,Shaoxing,Zhejiang,Shaoxing,City of Shaoxing,,,Government,Environment,Corporation,Cash,N,陈爱莲-万丰奥特控股集团有限公司-10-7-City of Shaoxing-,,,,,,,,,,Source invalid,,Need to check with the receiver,Yiqing Huang,2016/12/5,,
Y,65,15,,,Chen Ailian,陈爱莲,,,,,,,,,,,,,,,万丰奥特控股集团有限公司,5,6,12,Zhejiang,Shaoxing,Shanghai,Shanghai,Shanghai University of Finance and Economics SUFE Education Development Foundation,上海财经大学教育发展基金会,,University or University Foundation,Education,Corporation,Cash,N,陈爱莲-万丰奥特控股集团有限公司-5-6-Shanghai University of Finance and Economics SUFE Education Development Foundation-上海财经大学教育发展基金会,Link,,,,1st,,,1st,,1 recipient,,Y,David Li,2016/11/17,,
Y,68,14.8,,,Zhang Yin,张茵,,,,,,,,,,,,,,,东莞玖龙纸业有限公司,5,8,5,Guangdong,Dongguan,Guangdong,Guangzhou,,广东省扶贫基金会,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,张茵-东莞玖龙纸业有限公司-5-8--广东省扶贫基金会,,,,,,,,1st,,,,,Yingyu Li,1/9/2017,,
Y,68,14.8,,,Zhang Yin,张茵,,,,,,,,,,,,,,,东莞玖龙纸业有限公司,5,9,18,Guangdong,Dongguan,Guangdong,Guangzhou,,广东省扶贫基金会,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,张茵-东莞玖龙纸业有限公司-5-9--广东省扶贫基金会,,,,,,,,1st,,,,,Yingyu Li,1/9/2017,,
Y,68,14.8,,,Zhang Yin,张茵,,1957,59,F,Han,Link,Manufacturing,Dongguan Nine Dragons Paper Limited,东莞玖龙纸业有限公司,N,Chairman,Guangdong,Dongguan,,东莞玖龙纸业有限公司,4.8,4,27,Guangdong,Dongguan,Guangdong,Guangzhou,,广东省扶贫基金会,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,张茵-东莞玖龙纸业有限公司-4.8-4--广东省扶贫基金会,,,,,,,,1st,,,,,Yingyu Li,1/9/2017,,
Y,69,13,,,Dai Jianliang,戴建良,,,,,,,,,,,,,,,Guizhou Dadi Foundation,10,9,5,Guizhou,Guiyang,Guizhou,,Guizhou Government of Education,,,Government,Education,Corporate Foundation,Cash,N,戴建良-Guizhou Dadi Foundation-10-9-Guizhou Government of Education-,Link1,Link2,,,1st,,,,,Two from third party,,"Y, credible third party and pictures as evidence",Huang YiQing,2016/11/16,,
Y,69,13,,,Dai Jianliang,戴建良,,,,M,,Link,Real Estate,Zhonghe International Holdings,中和环球控股有限公司,N,Chairman,Guizhou,Guiyang,Link,Guizhou Dadi Foundation,2,12,29,Guizhou,Guiyang,Guizhou,Zhenshan,Villagers,,,Individual(s),Social Welfare & Poverty Alleviation,Corporate Foundation,Cash,N,戴建良-Guizhou Dadi Foundation-2-12-Villagers-,Link1,Link2,,,1st,,,,,Two from third party,,"Y, credible thrid party",Huang YiQing,2016/11/16,,
Y,69,13,,,Dai Jianliang,戴建良,,,,,,,,,,,,,,,Guizhou Dadi Foundation,1,8,25,Guizhou,Guiyang,Guizhou,Guiyang,Ai Xin Guan Shan Hu Foundation,,,Non-Government Foundation,Environment,Corporate Foundation,Cash,N,戴建良-Guizhou Dadi Foundation-1-8-Ai Xin Guan Shan Hu Foundation-,Link1,Link2,,,1st,,,,,Two from third party,,Need to check with the receiver,Huang YiQing,2016/11/16,,
Y,70,12,,,Zhang Yunfang,张运防,,,,,,,,,,,,,,,深圳前海龙骏家园养老产业发展有限公司,10,6,3,Guangdong,Shenzhen,Beijing,Beijing,Zhongshe Social Work Development Foundation,,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,张运防-深圳前海龙骏家园养老产业发展有限公司-10-6-Zhongshe Social Work Development Foundation-,Link,,,,,,,1st,,,,,Huang YiQing,,,
Y,70,12,,,Zhang Yunfang,张运防,,,,M,,Link,Real Estate,HK Longjun Int'l Group Development Limited,香港龙骏集团发展有限公司,Y,Chairman,Guangdong,Shenzhen,Link,深圳前海龙骏家园养老产业发展有限公司,2,11,6,Guangdong,Shenzhen,Beijing,Beijing,Zhongshe Social Work Development Foundation,,,Government Charitable Organization,Social Welfare & Poverty Alleviation,Corporation,Cash,N,张运防-深圳前海龙骏家园养老产业发展有限公司-2-11-Zhongshe Social Work Development Foundation-,Link,,,,,,,1st,,,,,Huang YiQing,,,
Y,70,12,,,Li Zhantong,李占通,,1964,52,M,Han,Link,Finance,Datong Investment Group,大通集团,,Chairman,Tianjin,Tianjin,Link,Datong Investment Group,12,10,17,Tianjin,Tianjin,Tianjin,Tianjin,Nankai University,南开大学,,University or University Foundation,Education,Corporation,Cash,N,李占通-Datong Investment Group-12-10-Nankai University-南开大学,Link,,,,1st,,,,,Third Party with photos,,Y,Huang YiQing,2016/11/30,,
Y,70,12,,,Li Xia,李霞,,,,F,,http://chuangye.sjtu.edu.cn/index.php?m=News&a=view&id=97,Education,YuanBo Education Group,远播教育集团,"N when donation was made, Y now",Chairman,Shanghai,Shanghai,http://www.yuanboedu.cn/pc/index.php?,远播教育集团,12,10,3,Shanghai,Shanghai,Shanghai,Shanghai,Shanghai Jiao Tong University Education Development Foundation,上海交通大学教育发展基金会,助学金与科研,University or University Foundation,Education,Corporation,Cash,N,李霞-远播教育集团-12-10-Shanghai Jiao Tong University Education Development Foundation-上海交通大学教育发展基金会,,,,,,,,,,,,,Xueshan Zhang,1/9/2017,,
Y,73,11.7,,,Shu Yuhui,束昱辉,,,,,,,,,,,,,,,"QuanJian Nature Medicine Technology Development Co., Ltd.",10,6,,Tianjin,Tianjin,Jiangsu,Yancheng,Yancheng Charity Federation,,,Government Charitable Organization,Disaster Relief,Corporation,Cash,N,"束昱辉-QuanJian Nature Medicine Technology Development Co., Ltd.-10-6-Yancheng Charity Federation-",Link,,,,1st,,,,,,,,Huang YiQing,2016/12/5,,
Y,73,11.7,,,Shu Yuhui,束昱辉,,1968,48,M,,Link,Healthcare,"QuanJian Nature Medicine Technology Development Co., Ltd.",权健自然医学科技发展有限公司,N,Chairman,Tianjin,Tianjin,Link,"QuanJian Nature Medicine Technology Development Co., Ltd.",1.5,10,15,Tianjin,Tianjin,Jiangsu,Yancheng,"Dafeng District, Yancheng, Jiangsu",,,Government,Social Welfare & Poverty Alleviation,Corporation,Cash,N,"束昱辉-QuanJian Nature Medicine Technology Development Co., Ltd.-1.5-10-Dafeng District, Yancheng, Jiangsu-",Link,,,,1st,,,,,,,,Yanhan Zhao,2016/3/10,,
Y,73,11.7,,,Shu Yuhui,束昱辉,,,,,,,,,,,,,,,"QuanJian Nature Medicine Technology Development Co., Ltd.",0.2,10,15,Tianjin,Tianjin,Jiangsu,Yancheng,"Chengdong Shiyan Elementary School, Yancheng, Jiangsu",,,School,Education,Corporation,Cash,N,"束昱辉-QuanJian Nature Medicine Technology Development Co., Ltd.-0.2-10-Chengdong Shiyan Elementary School, Yancheng, Jiangsu-",Link,,,,1st,,,,,,,,Yanhan Zhao,2016/3/10,,
Y,74,10.72,,,Gu Jing,顾京,,,,,,,,,,,,,,,深圳市世纪海翔投资集团有限公司,5,12,24,Guangdong,Shenzhen,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,深圳市世纪海翔投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,顾京-深圳市世纪海翔投资集团有限公司-5-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,74,10.72,,,Gu Jing,顾京,,,,,,,,,,,,,,,深圳市世纪海翔投资集团有限公司,5,12,31,Guangdong,Shenzhen,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,深圳市世纪海翔投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,顾京-深圳市世纪海翔投资集团有限公司-5-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,74,10.72,,,Gu Jing,顾京,,1966,50,M,,http://baike.baidu.com/item/%E9%A1%BE%E4%BA%AC/41495,Finance,Shenzhen Century Haixiang Investment Group Limited Company,深圳市世纪海翔投资集团有限公司,,Chairman,Guangdong,Shenzhen,http://www.sail-group.com.cn/category.aspx?NodeID=10,深圳市世纪海翔投资集团有限公司,0.72,12,2,Guangdong,Shenzhen,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,深圳市世纪海翔投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,顾京-深圳市世纪海翔投资集团有限公司-0.72-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
